datetime,gallons
2026-08-23 21:59:00,0.102
2026-08-23 22:00:00,0.078
2026-08-23 22:01:00,0.052
2026-08-23 22:02:00,0.044
2026-08-23 22:03:00,0.109
2026-08-23 22:04:00,0.053
2026-08-23 22:05:00,0.071
2026-08-23 22:06:00,0.063
2026-08-23 22:07:00,0.068
2026-08-23 22:08:00,0.104
2026-08-23 22:09:00,0.055
2026-08-23 22:10:00,0.083
2026-08-23 22:11:00,0.075
2026-08-23 22:12:00,0.086
2026-08-23 22:13:00,0.051
2026-08-23 22:14:00,0.119
2026-08-23 22:15:00,0.082
2026-08-23 22:16:00,0.095
2026-08-23 22:17:00,0.113
2026-08-23 22:18:00,0.06
2026-08-23 22:19:00,0.087
2026-08-23 22:20:00,0.071
2026-08-23 22:21:00,0.05
2026-08-23 22:22:00,0.068
2026-08-23 22:23:00,0.042
2026-08-23 22:24:00,0.099
2026-08-23 22:25:00,0.076
2026-08-23 22:26:00,0.115
2026-08-23 22:27:00,0.097
2026-08-23 22:28:00,0.055
2026-08-23 22:29:00,0.102
2026-08-23 22:30:00,0.067
2026-08-23 22:31:00,0.104
2026-08-23 22:32:00,0.08
2026-08-23 22:33:00,0.045
2026-08-23 22:34:00,0.098
2026-08-23 22:35:00,0.077
2026-08-23 22:36:00,0.103
2026-08-23 22:37:00,0.058
2026-08-23 22:38:00,0.087
2026-08-23 22:39:00,0.094
2026-08-23 22:40:00,0.072
2026-08-23 22:41:00,0.076
2026-08-23 22:42:00,0.054
2026-08-23 22:43:00,0.106
2026-08-23 22:44:00,0.05
2026-08-23 22:45:00,0.067
2026-08-23 22:46:00,0.091
2026-08-23 22:47:00,0.078
2026-08-23 22:48:00,0.118
2026-08-23 22:49:00,0.052
2026-08-23 22:50:00,0.053
2026-08-23 22:51:00,0.109
2026-08-23 22:52:00,0.07
2026-08-23 22:53:00,0.112
2026-08-23 22:54:00,0.041
2026-08-23 22:55:00,0.103
2026-08-23 22:56:00,0.083
2026-08-23 22:57:00,0.118
2026-08-23 22:58:00,0.09
2026-08-23 22:59:00,0.119
2026-08-23 23:00:00,0.079
2026-08-23 23:01:00,0.105
2026-08-23 23:02:00,0.042
2026-08-23 23:03:00,0.061
2026-08-23 23:04:00,0.117
2026-08-23 23:05:00,0.079
2026-08-23 23:06:00,0.046
2026-08-23 23:07:00,0.103
2026-08-23 23:08:00,0.115
2026-08-23 23:09:00,0.074
2026-08-23 23:10:00,0.084
2026-08-23 23:11:00,0.078
2026-08-23 23:12:00,0.113
2026-08-23 23:13:00,0.087
2026-08-23 23:14:00,0.115
2026-08-23 23:15:00,0.071
2026-08-23 23:16:00,0.105
2026-08-23 23:17:00,0.105
2026-08-23 23:18:00,0.076
2026-08-23 23:19:00,0.067
2026-08-23 23:20:00,0.07
2026-08-23 23:21:00,0.051
2026-08-23 23:22:00,0.095
2026-08-23 23:23:00,0.075
2026-08-23 23:24:00,0.063
2026-08-23 23:25:00,0.061
2026-08-23 23:26:00,0.112
2026-08-23 23:27:00,0.048
2026-08-23 23:28:00,0.078
2026-08-23 23:29:00,0.091
2026-08-23 23:30:00,0.106
2026-08-23 23:31:00,0.092
2026-08-23 23:32:00,0.065
2026-08-23 23:33:00,0.093
2026-08-23 23:34:00,0.081
2026-08-23 23:35:00,0.109
2026-08-23 23:36:00,0.086
2026-08-23 23:37:00,0.04
2026-08-23 23:38:00,0.093
2026-08-23 23:39:00,0.103
2026-08-23 23:40:00,0.09
2026-08-23 23:41:00,0.049
2026-08-23 23:42:00,0.063
2026-08-23 23:43:00,0.1
2026-08-23 23:44:00,0.103
2026-08-23 23:45:00,0.069
2026-08-23 23:46:00,0.111
2026-08-23 23:47:00,0.075
2026-08-23 23:48:00,0.056
2026-08-23 23:49:00,0.077
2026-08-23 23:50:00,0.065
2026-08-23 23:51:00,0.082
2026-08-23 23:52:00,0.092
2026-08-23 23:53:00,0.115
2026-08-23 23:54:00,0.12
2026-08-23 23:55:00,0.049
2026-08-23 23:56:00,0.105
2026-08-23 23:57:00,0.119
2026-08-23 23:58:00,0.068
2026-08-23 23:59:00,0.111
2026-08-24 00:00:00,0.053
2026-08-24 00:01:00,0.072
2026-08-24 00:02:00,0.092
2026-08-24 00:03:00,0.112
2026-08-24 00:04:00,0.114
2026-08-24 00:05:00,0.099
2026-08-24 00:06:00,0.12
2026-08-24 00:07:00,0.042
2026-08-24 00:08:00,0.075
2026-08-24 00:09:00,0.087
2026-08-24 00:10:00,0.106
2026-08-24 00:11:00,0.086
2026-08-24 00:12:00,0.101
2026-08-24 00:13:00,0.084
2026-08-24 00:14:00,0.09
2026-08-24 00:15:00,0.049
2026-08-24 00:16:00,0.058
2026-08-24 00:17:00,0.078
2026-08-24 00:18:00,0.085
2026-08-24 00:19:00,0.085
2026-08-24 00:20:00,0.067
2026-08-24 00:21:00,0.075
2026-08-24 00:22:00,0.095
2026-08-24 00:23:00,0.05
2026-08-24 00:24:00,0.051
2026-08-24 00:25:00,0.086
2026-08-24 00:26:00,0.088
2026-08-24 00:27:00,0.102
2026-08-24 00:28:00,0.094
2026-08-24 00:29:00,0.06
2026-08-24 00:30:00,0.052
2026-08-24 00:31:00,0.064
2026-08-24 00:32:00,0.048
2026-08-24 00:33:00,0.091
2026-08-24 00:34:00,0.063
2026-08-24 00:35:00,0.109
2026-08-24 00:36:00,0.087
2026-08-24 00:37:00,0.102
2026-08-24 00:38:00,0.103
2026-08-24 00:39:00,0.08
2026-08-24 00:40:00,0.067
2026-08-24 00:41:00,0.099
2026-08-24 00:42:00,0.101
2026-08-24 00:43:00,0.117
2026-08-24 00:44:00,0.043
2026-08-24 00:45:00,0.082
2026-08-24 00:46:00,0.047
2026-08-24 00:47:00,0.042
2026-08-24 00:48:00,0.103
2026-08-24 00:49:00,0.084
2026-08-24 00:50:00,0.046
2026-08-24 00:51:00,0.043
2026-08-24 00:52:00,0.056
2026-08-24 00:53:00,0.047
2026-08-24 00:54:00,0.056
2026-08-24 00:55:00,0.058
2026-08-24 00:56:00,0.058
2026-08-24 00:57:00,0.04
2026-08-24 00:58:00,0.08
2026-08-24 00:59:00,0.059
2026-08-24 01:00:00,0.042
2026-08-24 01:01:00,0.085
2026-08-24 01:02:00,0.044
2026-08-24 01:03:00,0.112
2026-08-24 01:04:00,0.105
2026-08-24 01:05:00,0.057
2026-08-24 01:06:00,0.103
2026-08-24 01:07:00,0.117
2026-08-24 01:08:00,0.074
2026-08-24 01:09:00,0.08
2026-08-24 01:10:00,0.067
2026-08-24 01:11:00,0.087
2026-08-24 01:12:00,0.064
2026-08-24 01:13:00,0.099
2026-08-24 01:14:00,0.091
2026-08-24 01:15:00,0.1
2026-08-24 01:16:00,0.113
2026-08-24 01:17:00,0.118
2026-08-24 01:18:00,0.1
2026-08-24 01:19:00,0.089
2026-08-24 01:20:00,0.103
2026-08-24 01:21:00,0.057
2026-08-24 01:22:00,0.04
2026-08-24 01:23:00,0.118
2026-08-24 01:24:00,0.113
2026-08-24 01:25:00,0.054
2026-08-24 01:26:00,0.055
2026-08-24 01:27:00,0.114
2026-08-24 01:28:00,0.116
2026-08-24 01:29:00,0.05
2026-08-24 01:30:00,0.098
2026-08-24 01:31:00,0.076
2026-08-24 01:32:00,0.087
2026-08-24 01:33:00,0.049
2026-08-24 01:34:00,0.12
2026-08-24 01:35:00,0.105
2026-08-24 01:36:00,0.119
2026-08-24 01:37:00,0.049
2026-08-24 01:38:00,0.042
2026-08-24 01:39:00,0.094
2026-08-24 01:40:00,0.057
2026-08-24 01:41:00,0.099
2026-08-24 01:42:00,0.071
2026-08-24 01:43:00,0.071
2026-08-24 01:44:00,0.118
2026-08-24 01:45:00,0.073
2026-08-24 01:46:00,0.05
2026-08-24 01:47:00,0.042
2026-08-24 01:48:00,0.052
2026-08-24 01:49:00,0.07
2026-08-24 01:50:00,0.102
2026-08-24 01:51:00,0.111
2026-08-24 01:52:00,0.111
2026-08-24 01:53:00,0.097
2026-08-24 01:54:00,0.118
2026-08-24 01:55:00,0.098
2026-08-24 01:56:00,0.067
2026-08-24 01:57:00,0.077
2026-08-24 01:58:00,0.062
2026-08-24 01:59:00,0.104
2026-08-24 02:00:00,0.052
2026-08-24 02:01:00,0.063
2026-08-24 02:02:00,0.119
2026-08-24 02:03:00,0.088
2026-08-24 02:04:00,0.074
2026-08-24 02:05:00,0.083
2026-08-24 02:06:00,0.063
2026-08-24 02:07:00,0.103
2026-08-24 02:08:00,0.1
2026-08-24 02:09:00,0.073
2026-08-24 02:10:00,0.109
2026-08-24 02:11:00,0.095
2026-08-24 02:12:00,0.069
2026-08-24 02:13:00,0.093
2026-08-24 02:14:00,0.118
2026-08-24 02:15:00,0.076
2026-08-24 02:16:00,0.108
2026-08-24 02:17:00,0.052
2026-08-24 02:18:00,0.075
2026-08-24 02:19:00,0.089
2026-08-24 02:20:00,0.09
2026-08-24 02:21:00,0.042
2026-08-24 02:22:00,0.044
2026-08-24 02:23:00,0.107
2026-08-24 02:24:00,0.052
2026-08-24 02:25:00,0.075
2026-08-24 02:26:00,0.091
2026-08-24 02:27:00,0.105
2026-08-24 02:28:00,0.117
2026-08-24 02:29:00,0.119
2026-08-24 02:30:00,0.072
2026-08-24 02:31:00,0.11
2026-08-24 02:32:00,0.083
2026-08-24 02:33:00,0.075
2026-08-24 02:34:00,0.08
2026-08-24 02:35:00,0.087
2026-08-24 02:36:00,0.101
2026-08-24 02:37:00,0.064
2026-08-24 02:38:00,0.115
2026-08-24 02:39:00,0.082
2026-08-24 02:40:00,0.087
2026-08-24 02:41:00,0.061
2026-08-24 02:42:00,0.058
2026-08-24 02:43:00,0.112
2026-08-24 02:44:00,0.116
2026-08-24 02:45:00,0.1
2026-08-24 02:46:00,0.071
2026-08-24 02:47:00,0.1
2026-08-24 02:48:00,0.069
2026-08-24 02:49:00,0.116
2026-08-24 02:50:00,0.063
2026-08-24 02:51:00,0.041
2026-08-24 02:52:00,0.07
2026-08-24 02:53:00,0.046
2026-08-24 02:54:00,0.06
2026-08-24 02:55:00,0.069
2026-08-24 02:56:00,0.04
2026-08-24 02:57:00,0.106
2026-08-24 02:58:00,0.091
2026-08-24 02:59:00,0.041
2026-08-24 03:00:00,0.112
2026-08-24 03:01:00,0.055
2026-08-24 03:02:00,0.098
2026-08-24 03:03:00,0.089
2026-08-24 03:04:00,0.097
2026-08-24 03:05:00,0.049
2026-08-24 03:06:00,0.118
2026-08-24 03:07:00,0.043
2026-08-24 03:08:00,0.116
2026-08-24 03:09:00,0.096
2026-08-24 03:10:00,0.101
2026-08-24 03:11:00,0.093
2026-08-24 03:12:00,0.071
2026-08-24 03:13:00,0.112
2026-08-24 03:14:00,0.041
2026-08-24 03:15:00,0.072
2026-08-24 03:16:00,0.093
2026-08-24 03:17:00,0.106
2026-08-24 03:18:00,0.056
2026-08-24 03:19:00,0.1
2026-08-24 03:20:00,0.103
2026-08-24 03:21:00,0.069
2026-08-24 03:22:00,0.112
2026-08-24 03:23:00,0.074
2026-08-24 03:24:00,0.087
2026-08-24 03:25:00,0.077
2026-08-24 03:26:00,0.106
2026-08-24 03:27:00,0.068
2026-08-24 03:28:00,0.063
2026-08-24 03:29:00,0.07
2026-08-24 03:30:00,0.093
2026-08-24 03:31:00,0.059
2026-08-24 03:32:00,0.116
2026-08-24 03:33:00,0.102
2026-08-24 03:34:00,0.095
2026-08-24 03:35:00,0.116
2026-08-24 03:36:00,0.053
2026-08-24 03:37:00,0.072
2026-08-24 03:38:00,0.092
2026-08-24 03:39:00,0.06
2026-08-24 03:40:00,0.079
2026-08-24 03:41:00,0.11
2026-08-24 03:42:00,0.068
2026-08-24 03:43:00,0.104
2026-08-24 03:44:00,0.074
2026-08-24 03:45:00,0.09
2026-08-24 03:46:00,1.799
2026-08-24 03:47:00,1.766
2026-08-24 03:48:00,1.818
2026-08-24 03:49:00,1.808
2026-08-24 03:50:00,1.767
2026-08-24 03:51:00,1.813
2026-08-24 03:52:00,1.772
2026-08-24 03:53:00,1.799
2026-08-24 03:54:00,1.771
2026-08-24 03:55:00,1.765
2026-08-24 03:56:00,5.983
2026-08-24 03:57:00,6.101
2026-08-24 03:58:00,5.983
2026-08-24 03:59:00,6.026
2026-08-24 04:00:00,6.07
2026-08-24 04:01:00,6.01
2026-08-24 04:02:00,5.92
2026-08-24 04:03:00,6.01
2026-08-24 04:04:00,6.016
2026-08-24 04:05:00,5.928
2026-08-24 04:06:00,6.119
2026-08-24 04:07:00,5.999
2026-08-24 04:08:00,6.114
2026-08-24 04:09:00,5.904
2026-08-24 04:10:00,6.035
2026-08-24 04:11:00,8.942
2026-08-24 04:12:00,8.783
2026-08-24 04:13:00,8.682
2026-08-24 04:14:00,8.93
2026-08-24 04:15:00,8.843
2026-08-24 04:16:00,8.647
2026-08-24 04:17:00,8.764
2026-08-24 04:18:00,8.819
2026-08-24 04:19:00,8.949
2026-08-24 04:20:00,8.661
2026-08-24 04:21:00,8.682
2026-08-24 04:22:00,8.919
2026-08-24 04:23:00,8.892
2026-08-24 04:24:00,8.682
2026-08-24 04:25:00,8.736
2026-08-24 04:26:00,5.798
2026-08-24 04:27:00,5.868
2026-08-24 04:28:00,5.823
2026-08-24 04:29:00,5.869
2026-08-24 04:30:00,5.805
2026-08-24 04:31:00,5.816
2026-08-24 04:32:00,5.959
2026-08-24 04:33:00,5.955
2026-08-24 04:34:00,5.93
2026-08-24 04:35:00,5.826
2026-08-24 04:36:00,5.951
2026-08-24 04:37:00,5.918
2026-08-24 04:38:00,5.856
2026-08-24 04:39:00,5.905
2026-08-24 04:40:00,5.839
2026-08-24 04:41:00,8.588
2026-08-24 04:42:00,8.567
2026-08-24 04:43:00,8.439
2026-08-24 04:44:00,8.443
2026-08-24 04:45:00,8.706
2026-08-24 04:46:00,8.546
2026-08-24 04:47:00,8.615
2026-08-24 04:48:00,8.632
2026-08-24 04:49:00,8.426
2026-08-24 04:50:00,8.636
2026-08-24 04:51:00,8.676
2026-08-24 04:52:00,8.538
2026-08-24 04:53:00,8.588
2026-08-24 04:54:00,8.474
2026-08-24 04:55:00,8.483
2026-08-24 04:56:00,5.008
2026-08-24 04:57:00,5.034
2026-08-24 04:58:00,4.912
2026-08-24 04:59:00,5.03
2026-08-24 05:00:00,4.867
2026-08-24 05:01:00,4.869
2026-08-24 05:02:00,4.866
2026-08-24 05:03:00,4.883
2026-08-24 05:04:00,5.008
2026-08-24 05:05:00,4.951
2026-08-24 05:06:00,4.937
2026-08-24 05:07:00,4.97
2026-08-24 05:08:00,4.935
2026-08-24 05:09:00,4.967
2026-08-24 05:10:00,4.954
2026-08-24 05:11:00,4.63
2026-08-24 05:12:00,4.534
2026-08-24 05:13:00,4.635
2026-08-24 05:14:00,4.513
2026-08-24 05:15:00,4.662
2026-08-24 05:16:00,4.502
2026-08-24 05:17:00,4.503
2026-08-24 05:18:00,4.614
2026-08-24 05:19:00,4.624
2026-08-24 05:20:00,4.525
2026-08-24 05:21:00,4.576
2026-08-24 05:22:00,4.583
2026-08-24 05:23:00,4.671
2026-08-24 05:24:00,4.55
2026-08-24 05:25:00,4.558
2026-08-24 05:26:00,11.861
2026-08-24 05:27:00,11.482
2026-08-24 05:28:00,11.516
2026-08-24 05:29:00,11.839
2026-08-24 05:30:00,11.584
2026-08-24 05:31:00,11.544
2026-08-24 05:32:00,11.657
2026-08-24 05:33:00,11.718
2026-08-24 05:34:00,11.86
2026-08-24 05:35:00,11.714
2026-08-24 05:36:00,2.183
2026-08-24 05:37:00,2.216
2026-08-24 05:38:00,2.17
2026-08-24 05:39:00,2.192
2026-08-24 05:40:00,2.168
2026-08-24 05:41:00,2.217
2026-08-24 05:42:00,2.196
2026-08-24 05:43:00,2.23
2026-08-24 05:44:00,2.219
2026-08-24 05:45:00,2.228
2026-08-24 05:46:00,2.193
2026-08-24 05:47:00,2.223
2026-08-24 05:48:00,2.241
2026-08-24 05:49:00,2.218
2026-08-24 05:50:00,2.232
2026-08-24 05:51:00,2.132
2026-08-24 05:52:00,2.136
2026-08-24 05:53:00,2.135
2026-08-24 05:54:00,2.126
2026-08-24 05:55:00,2.112
2026-08-24 05:56:00,2.174
2026-08-24 05:57:00,2.16
2026-08-24 05:58:00,2.151
2026-08-24 05:59:00,2.179
2026-08-24 06:00:00,2.181
2026-08-24 06:01:00,2.128
2026-08-24 06:02:00,2.182
2026-08-24 06:03:00,2.187
2026-08-24 06:04:00,2.168
2026-08-24 06:05:00,2.165
2026-08-24 06:06:00,10.446
2026-08-24 06:07:00,10.418
2026-08-24 06:08:00,10.418
2026-08-24 06:09:00,10.237
2026-08-24 06:10:00,10.129
2026-08-24 06:11:00,10.351
2026-08-24 06:12:00,0.053
2026-08-24 06:13:00,0.08
2026-08-24 06:14:00,0.109
2026-08-24 06:15:00,0.043
2026-08-24 06:16:00,0.057
2026-08-24 06:17:00,0.069
2026-08-24 06:18:00,0.066
2026-08-24 06:19:00,0.082
2026-08-24 06:20:00,0.044
2026-08-24 06:21:00,0.102
2026-08-24 06:22:00,0.086
2026-08-24 06:23:00,0.04
2026-08-24 06:24:00,0.117
2026-08-24 06:25:00,0.091
2026-08-24 06:26:00,0.058
2026-08-24 06:27:00,0.097
2026-08-24 06:28:00,0.071
2026-08-24 06:29:00,0.094
2026-08-24 06:30:00,0.08
2026-08-24 06:31:00,6.331
2026-08-24 06:32:00,6.385
2026-08-24 06:33:00,6.391
2026-08-24 06:34:00,6.31
2026-08-24 06:35:00,6.311
2026-08-24 06:36:00,6.316
2026-08-24 06:37:00,6.327
2026-08-24 06:38:00,6.418
2026-08-24 06:39:00,6.293
2026-08-24 06:40:00,6.408
2026-08-24 06:41:00,6.369
2026-08-24 06:42:00,6.271
2026-08-24 06:43:00,6.298
2026-08-24 06:44:00,6.23
2026-08-24 06:45:00,6.253
2026-08-24 06:46:00,6.325
2026-08-24 06:47:00,0.105
2026-08-24 06:48:00,1.376
2026-08-24 06:49:00,1.367
2026-08-24 06:50:00,1.354
2026-08-24 06:51:00,1.354
2026-08-24 06:52:00,1.379
2026-08-24 06:53:00,1.379
2026-08-24 06:54:00,1.373
2026-08-24 06:55:00,1.348
2026-08-24 06:56:00,1.375
2026-08-24 06:57:00,1.381
2026-08-24 06:58:00,1.4
2026-08-24 06:59:00,1.378
2026-08-24 07:00:00,1.375
2026-08-24 07:01:00,1.38
2026-08-24 07:02:00,1.399
2026-08-24 07:03:00,1.368
2026-08-24 07:04:00,1.389
2026-08-24 07:05:00,1.363
2026-08-24 07:06:00,1.362
2026-08-24 07:07:00,1.388
2026-08-24 07:08:00,1.38
2026-08-24 07:09:00,1.361
2026-08-24 07:10:00,1.382
2026-08-24 07:11:00,1.367
2026-08-24 07:12:00,1.378
2026-08-24 07:13:00,1.369
2026-08-24 07:14:00,1.357
2026-08-24 07:15:00,1.349
2026-08-24 07:16:00,1.398
2026-08-24 07:17:00,1.393
2026-08-24 07:18:00,1.392
2026-08-24 07:19:00,0.12
2026-08-24 07:20:00,5.96
2026-08-24 07:21:00,6.015
2026-08-24 07:22:00,5.899
2026-08-24 07:23:00,6.038
2026-08-24 07:24:00,5.933
2026-08-24 07:25:00,6.013
2026-08-24 07:26:00,5.875
2026-08-24 07:27:00,6.05
2026-08-24 07:28:00,5.939
2026-08-24 07:29:00,5.959
2026-08-24 07:30:00,6.035
2026-08-24 07:31:00,6.1
2026-08-24 07:32:00,5.892
2026-08-24 07:33:00,6.067
2026-08-24 07:34:00,6.048
2026-08-24 07:35:00,5.891
2026-08-24 07:36:00,0.062
2026-08-24 07:37:00,0.79
2026-08-24 07:38:00,0.804
2026-08-24 07:39:00,0.808
2026-08-24 07:40:00,0.785
2026-08-24 07:41:00,0.813
2026-08-24 07:42:00,0.793
2026-08-24 07:43:00,0.81
2026-08-24 07:44:00,0.805
2026-08-24 07:45:00,0.803
2026-08-24 07:46:00,0.785
2026-08-24 07:47:00,0.808
2026-08-24 07:48:00,0.793
2026-08-24 07:49:00,0.812
2026-08-24 07:50:00,0.798
2026-08-24 07:51:00,0.801
2026-08-24 07:52:00,0.812
2026-08-24 07:53:00,0.061
2026-08-24 07:54:00,5.864
2026-08-24 07:55:00,6.019
2026-08-24 07:56:00,5.908
2026-08-24 07:57:00,5.974
2026-08-24 07:58:00,0.118
2026-08-24 07:59:00,5.968
2026-08-24 08:00:00,6.109
2026-08-24 08:01:00,6.067
2026-08-24 08:02:00,6.072
2026-08-24 08:03:00,0.063
2026-08-24 08:04:00,6.043
2026-08-24 08:05:00,6.067
2026-08-24 08:06:00,5.963
2026-08-24 08:07:00,0.06
2026-08-24 08:08:00,5.886
2026-08-24 08:09:00,6.051
2026-08-24 08:10:00,5.924
2026-08-24 08:11:00,0.04
2026-08-24 08:12:00,5.965
2026-08-24 08:13:00,6.025
2026-08-24 08:14:00,5.848
2026-08-24 08:15:00,0.102
2026-08-24 08:16:00,6.068
2026-08-24 08:17:00,5.988
2026-08-24 08:18:00,6.005
2026-08-24 08:19:00,0.041
2026-08-24 08:20:00,3.789
2026-08-24 08:21:00,3.858
2026-08-24 08:22:00,3.767
2026-08-24 08:23:00,0.081
2026-08-24 08:24:00,0.071
2026-08-24 08:25:00,0.106
2026-08-24 08:26:00,0.09
2026-08-24 08:27:00,0.095
2026-08-24 08:28:00,0.081
2026-08-24 08:29:00,0.108
2026-08-24 08:30:00,0.083
2026-08-24 08:31:00,0.115
2026-08-24 08:32:00,0.043
2026-08-24 08:33:00,0.054
2026-08-24 08:34:00,0.118
2026-08-24 08:35:00,0.095
2026-08-24 08:36:00,0.102
2026-08-24 08:37:00,0.064
2026-08-24 08:38:00,0.091
2026-08-24 08:39:00,0.12
2026-08-24 08:40:00,0.075
2026-08-24 08:41:00,0.079
2026-08-24 08:42:00,0.083
2026-08-24 08:43:00,0.092
2026-08-24 08:44:00,0.09
2026-08-24 08:45:00,0.095
2026-08-24 08:46:00,0.091
2026-08-24 08:47:00,0.072
2026-08-24 08:48:00,0.065
2026-08-24 08:49:00,0.048
2026-08-24 08:50:00,0.053
2026-08-24 08:51:00,0.099
2026-08-24 08:52:00,0.062
2026-08-24 08:53:00,0.054
2026-08-24 08:54:00,0.108
2026-08-24 08:55:00,0.064
2026-08-24 08:56:00,0.065
2026-08-24 08:57:00,0.117
2026-08-24 08:58:00,0.068
2026-08-24 08:59:00,0.095
2026-08-24 09:00:00,0.06
2026-08-24 09:01:00,0.045
2026-08-24 09:02:00,0.081
2026-08-24 09:03:00,0.063
2026-08-24 09:04:00,0.114
2026-08-24 09:05:00,0.087
2026-08-24 09:06:00,0.077
2026-08-24 09:07:00,0.077
2026-08-24 09:08:00,0.105
2026-08-24 09:09:00,0.104
2026-08-24 09:10:00,0.087
2026-08-24 09:11:00,0.053
2026-08-24 09:12:00,0.114
2026-08-24 09:13:00,0.077
2026-08-24 09:14:00,0.106
2026-08-24 09:15:00,0.1
2026-08-24 09:16:00,0.041
2026-08-24 09:17:00,0.05
2026-08-24 09:18:00,0.106
2026-08-24 09:19:00,0.09
2026-08-24 09:20:00,0.077
2026-08-24 09:21:00,0.089
2026-08-24 09:22:00,0.044
2026-08-24 09:23:00,0.053
2026-08-24 09:24:00,0.058
2026-08-24 09:25:00,0.095
2026-08-24 09:26:00,0.1
2026-08-24 09:27:00,0.09
2026-08-24 09:28:00,0.094
2026-08-24 09:29:00,0.086
2026-08-24 09:30:00,0.067
2026-08-24 09:31:00,0.072
2026-08-24 09:32:00,0.067
2026-08-24 09:33:00,0.105
2026-08-24 09:34:00,0.101
2026-08-24 09:35:00,0.093
2026-08-24 09:36:00,0.106
2026-08-24 09:37:00,0.092
2026-08-24 09:38:00,0.104
2026-08-24 09:39:00,0.052
2026-08-24 09:40:00,0.073
2026-08-24 09:41:00,0.102
2026-08-24 09:42:00,0.065
2026-08-24 09:43:00,0.107
2026-08-24 09:44:00,0.046
2026-08-24 09:45:00,0.078
2026-08-24 09:46:00,0.118
2026-08-24 09:47:00,0.097
2026-08-24 09:48:00,0.119
2026-08-24 09:49:00,0.053
2026-08-24 09:50:00,0.047
2026-08-24 09:51:00,0.095
2026-08-24 09:52:00,0.101
2026-08-24 09:53:00,0.114
2026-08-24 09:54:00,0.062
2026-08-24 09:55:00,0.09
2026-08-24 09:56:00,0.113
2026-08-24 09:57:00,0.099
2026-08-24 09:58:00,0.067
2026-08-24 09:59:00,0.112
2026-08-24 10:00:00,0.063
2026-08-24 10:01:00,0.063
2026-08-24 10:02:00,0.085
2026-08-24 10:03:00,0.116
2026-08-24 10:04:00,0.094
2026-08-24 10:05:00,0.085
2026-08-24 10:06:00,0.055
2026-08-24 10:07:00,0.104
2026-08-24 10:08:00,0.079
2026-08-24 10:09:00,0.104
2026-08-24 10:10:00,0.105
2026-08-24 10:11:00,0.075
2026-08-24 10:12:00,0.076
2026-08-24 10:13:00,0.066
2026-08-24 10:14:00,0.046
2026-08-24 10:15:00,0.092
2026-08-24 10:16:00,0.095
2026-08-24 10:17:00,0.073
2026-08-24 10:18:00,0.1
2026-08-24 10:19:00,0.08
2026-08-24 10:20:00,0.083
2026-08-24 10:21:00,0.053
2026-08-24 10:22:00,0.054
2026-08-24 10:23:00,0.102
2026-08-24 10:24:00,0.054
2026-08-24 10:25:00,0.041
2026-08-24 10:26:00,0.091
2026-08-24 10:27:00,0.116
2026-08-24 10:28:00,0.082
2026-08-24 10:29:00,0.09
2026-08-24 10:30:00,0.04
2026-08-24 10:31:00,0.08
2026-08-24 10:32:00,0.072
2026-08-24 10:33:00,0.104
2026-08-24 10:34:00,0.044
2026-08-24 10:35:00,0.091
2026-08-24 10:36:00,0.105
2026-08-24 10:37:00,0.047
2026-08-24 10:38:00,0.114
2026-08-24 10:39:00,0.109
2026-08-24 10:40:00,0.086
2026-08-24 10:41:00,0.046
2026-08-24 10:42:00,0.106
2026-08-24 10:43:00,0.103
2026-08-24 10:44:00,0.115
2026-08-24 10:45:00,0.072
2026-08-24 10:46:00,0.112
2026-08-24 10:47:00,0.057
2026-08-24 10:48:00,0.114
2026-08-24 10:49:00,0.063
2026-08-24 10:50:00,0.114
2026-08-24 10:51:00,0.064
2026-08-24 10:52:00,0.063
2026-08-24 10:53:00,0.106
2026-08-24 10:54:00,0.051
2026-08-24 10:55:00,0.084
2026-08-24 10:56:00,0.082
2026-08-24 10:57:00,0.078
2026-08-24 10:58:00,0.078
2026-08-24 10:59:00,0.096
2026-08-24 11:00:00,0.072
2026-08-24 11:01:00,0.073
2026-08-24 11:02:00,0.113
2026-08-24 11:03:00,0.099
2026-08-24 11:04:00,0.091
2026-08-24 11:05:00,0.111
2026-08-24 11:06:00,0.105
2026-08-24 11:07:00,0.119
2026-08-24 11:08:00,0.115
2026-08-24 11:09:00,0.08
2026-08-24 11:10:00,0.073
2026-08-24 11:11:00,0.077
2026-08-24 11:12:00,0.087
2026-08-24 11:13:00,0.046
2026-08-24 11:14:00,0.094
2026-08-24 11:15:00,0.066
2026-08-24 11:16:00,0.044
2026-08-24 11:17:00,0.099
2026-08-24 11:18:00,0.088
2026-08-24 11:19:00,0.044
2026-08-24 11:20:00,0.069
2026-08-24 11:21:00,0.052
2026-08-24 11:22:00,0.061
2026-08-24 11:23:00,0.078
2026-08-24 11:24:00,0.078
2026-08-24 11:25:00,0.056
2026-08-24 11:26:00,0.062
2026-08-24 11:27:00,0.048
2026-08-24 11:28:00,0.084
2026-08-24 11:29:00,0.074
2026-08-24 11:30:00,0.09
2026-08-24 11:31:00,0.046
2026-08-24 11:32:00,0.043
2026-08-24 11:33:00,0.043
2026-08-24 11:34:00,0.041
2026-08-24 11:35:00,0.112
2026-08-24 11:36:00,0.119
2026-08-24 11:37:00,0.072
2026-08-24 11:38:00,0.113
2026-08-24 11:39:00,0.097
2026-08-24 11:40:00,0.11
2026-08-24 11:41:00,0.061
